ZoneName,adminPrice,amenitiesCommonZones,amenitiesExteriors,amenitiesInteriors,ammenitiesSector,areaBuilt,bathrooms,builtTime,businessType,cityID,cityName,comment,commonNeighborhood,companyId,companyName,floor,garages,latitude,longitude,neighborhood,numPictures,propAddress,propID,propType,propertyState,rentPrice,rentTotalPrice,rooms,salePrice,sectorName,stratum,zoneID
Suroccidente,313000,"salon comunal, zona para ninos, zonas verdes","area terraza/balcon 15 m2, piscina, conjunto cerrado, terraza/balcon terraza, vigilancia 24hrs","citofonos, estudio o biblioteca, parqueadero cubierto, zona de lavanderia, instalacion de gas natural, numero de lineas telefonicas 1, calentador gas, tipo de casa condominio, tipo de cocina abierta, tipo de comedor sala comedor, deposito 1, tipo de estufa gas, tipo de parqueadero propio, tipo acabado de piso ceramica, tipo de piso en alcobas ceramica, tipo de piso en comedor ceramica, tipo de piso en estudio ceramica, tipo de piso en sala ceramica, vista exterior","cerca centros comerciales, cerca colegios / universidades, cerca parques, cerca supermercados, cerca transporte publico",120,4,Más de 20 años,venta,3,Medellin,"Área: 120 M2. Casa en 3 niveles

Sala comedor, cocina integral abierta, zona de ropas, patio con jardín, biblioteca, 3 alcobas, 4 baños, cuarto útil interno, garaje. Piso cerámica.

Unidad cerrada, portería 24 horas, salón social, juegos infantiles, piscina.

Cerca de Avenida 80, colegios, Euro, Centros Comerciales, Clínica de las Américas. 

Miriam Morales 


",BELEN LOMA DE LOS BERNAL,5319,GRUGES INMOBILIARIO,,1,6.2178655,-75.60413,LOMA DE LOS BERNAL,,,11318-M2631157,Casa,Usado,0,0,3,375000000,Suroccidente,0,37
Nororiente,0,,"area lote 900 m2, terraza/balcon ninguno, vigilancia 0","comedor auxiliar, cuarto de servicio, estudio o biblioteca, zona de lavanderia, instalacion de gas natural, closets 1, numero de lineas telefonicas 0, calentador gas, tipo de casa tradicional, tipo de comedor sala comedor, deposito 1, tipo de estufa mixta, tipo de parqueadero independiente, tipo acabado de piso ceramica, tipo de piso en alcobas ceramica, vista exterior",,500,5,Más de 20 años,Venta y Arriendo,3,Medellin,"Casa independiente para uso residencial, cerca a carulla de las palmas, pisos en ceramica, hall de acceso, sala comedor, estar de tv, 5 habitaciones con baño en cada una, closet, cocina integral mixta,, jardin interno zona de parqueo para 7 vehiculos. Rutas de transporte, facil acceso, servicios complementarios cercanos.",EL POBLADO,2669,PROINTEGRAL SA,,4,6.2175946,-75.560616,ASOMADERA NO. 2,,,687-M1955145,Casa,Usado,9800000,9800000,5,1760000000,Nororiente,6,36
Suroriente,658000,"zona para ninos, zonas verdes","area lote 238 m2, area terraza/balcon 1 m2, circuito cerrado de tv, conjunto cerrado, terraza/balcon balcon, vigilancia 24hrs","chimenea, citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, zona de lavanderia, instalacion de gas natural, closets 2, numero de lineas telefonicas 0, calentador gas, tipo de casa condominio, tipo de comedor sala comedor, tipo de estufa gas, tipo de parqueadero independiente, tipo acabado de piso marmol, tipo de piso en alcobas madera, tipo de piso en comedor madera, tipo de piso en estudio marmol, tipo de piso en sala marmol, vista exterior",sobre via principal,238,4,Entre 10 y 20 años,venta,3,Medellin,"Casa de 3 niveles en unidad cerrada sector los parra, cerca a san fernando plaza, pisos en marmol y madera, sala comedor, estar de tv, 3 alcobas, chimenea, vestier y closet, 4 baños, cocina integral, alcoba y baño de servicio, 2 parqueaderos cubiertos, cuarto util, vigilancia 24 horas, citofono, circuito cerrado de tv",EL POBLADO,2669,PROINTEGRAL SA,,2,0,0,LA FLORIDA,,,687-M1955152,Casa,Usado,0,0,3,730000000,Suroriente,6,38
Suroriente,0,,,"zona de lavanderia, tipo de casa tradicional",,455,5,Entre 10 y 20 años,venta,3,Medellin,"Casa con 455 M²  disponible para venta tiene 8 alcobas, 8 baños, cocina gas, gas natural, sala, comedor, estudio-biblioteca, patio, zona de ropas, Casa para vivienda o comercial, ubicada cerca de zonas verdes, buenas rutas de transporte. 
Favor comunicarse al 310 - 473 - 11- 45
",POBLADO,2956,RASKCIELOS INMOBILIARIA Y CONSTRUCTORA,,2,6.2121377,-75.56412,POBLADO,,,2511-M1996104,Casa,Usado,0,0,5,1900000000,Suroriente,6,38
Suroccidente,,,,"cuarto de servicio, estudio o biblioteca, zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor comedor independiente, tipo acabado de piso otro",,540,0,Entre 10 y 20 años,venta,3,Medellin,"Casa con buenos espacios y acabados,muy iluminada y ventilada. Cuenta con buenas rutas de transporte y vías de acceso. Gracias por su interés en uno de nuestros inmuebles,RASKCIELOS Tiene para usted más ofertas inmobiliarias,contáctenos a través de nuestro PBX que aparece al inicio de nuestra publicación,uno de nuestros asesores le atenderá y acompañará en su búsqueda.",Belen,2956,RASKCIELOS INMOBILIARIA Y CONSTRUCTORA,,2,6.22785,-75.59901,BELEN,,,2511-V328,Casa,Usado,,0,1,1300000000,Suroccidente,5,37
Noroccidente,,"cancha(s) de basket, cancha(s) de futbol","area lote 240 m2, terraza/balcon ninguno, vigilancia 0","cuarto de servicio, parqueadero cubierto, calentador gas, tipo de casa tradicional, tipo de comedor sala comedor, tipo de parqueadero independiente, tipo acabado de piso ceramica, tipo de piso en alcobas ceramica, tipo de piso en estudio ceramica, vista exterior","cerca centros comerciales, cerca colegios / universidades, cerca parques, cerca supermercados, cerca transporte publico, sobre via secundaria",240,3,Entre 10 y 20 años,venta,3,Medellin,"Venta de Casa en Medellin  sector Velodromo, cerca a estación del Metro y al Estadio, sector tranquilo.5 alcobas,3 baños,2 closet,sala, comedor, star,cocina integral, red de gas , calentador, alcoba servicio   baño,zona ropas,3 patios, parqueadero cubierto,pisos en cerámica.Casa de primer piso en P.H, muy iluminada, con acabados de la época para reformar, en excelente sector en Velodromo",Velódromo,3477,Arrendamientos Merino Hermanos y Cia Ltda,,1,6.2518673,-75.59416,EL VELODROMO,,,5076-206909,Casa,Usado,,0,5,550000000,Noroccidente,5,35
Noroccidente,0,"cerca centros comerciales, cerca colegios / universidades, cerca parques, cerca supermercados, cerca transporte publico, sobre via principal","area lote 207 m2, area terraza/balcon 15 m2, numero de ascensores 0, terraza/balcon terraza, vigilancia 0","ancho 9 m, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, zona de lavanderia, fondo 23 m, instalacion de gas natural, closets 4, calentador gas, tipo de casa tradicional, tipo de cocina lineal, tipo de comedor comedor independiente, deposito 1, tipo de estufa gas, tipo de parqueadero propio, tipo acabado de piso ceramica, tipo de piso en alcobas ceramica, tipo de piso en comedor ceramica, tipo de piso en estudio ceramica, tipo de piso en sala ceramica, vista exterior",,282,4,Más de 20 años,venta,3,Medellin,"Casa unifamiliar de 2 niveles ubicada en Simón Bolívar, sobre vía principal, alta mixtura, cerca de colegios, universidades, buenas rutas de transporte. Área de lote de 207 m2 y construidos 282 m2; Tiene sala y comedor independientes, salón amplio para biblioteca, cocina integral, zona de ropas, baño social, patio, terraza en segundo nivel, 4 alcobas más alcoba de servicio con baño; 2 baños familiares, hall de alcobas en segundo nivel. Garaje doble lineal cubierto. 
Frente: 9,0 m
Fondo: 23 m
Predial: $ 700.000
Precio: $700 millones negociables
",Simón Bolivar,5319,GRUGES INMOBILIARIO,,2,6.2451406,-75.60601,LA CASTELLANA,,,11318-M2679501,Casa,Usado,0,0,5,700000000,Noroccidente,5,35
Nororiente,0,"cerca centros comerciales, cerca colegios / universidades, cerca parques, cerca supermercados, cerca transporte publico, sobre via secundaria","area terraza/balcon 8 m2, terraza/balcon balcon","estudio o biblioteca, parqueadero cubierto, equipado / amoblado, zona de lavanderia, instalacion de gas natural, calentador gas, tipo de casa tradicional, tipo de comedor sala comedor, tipo de estufa mixta, tipo de parqueadero propio, tipo acabado de piso baldosa, tipo de piso en alcobas laminado, tipo de piso en comedor baldosa, tipo de piso en estudio baldosa, tipo de piso en sala baldosa, vista exterior",,153,2,Entre 5 y 10 años,venta,3,Medellin,"Casa en segundo piso, con 2 habitaciones, dos baños, salón, comedor, estudio, balcón, cocina abierta integral, zona star, zona de gimnasio, turco, zona de ropas. pisos en baldosa y madera en alcobas y un amplio garaje. Ubicado en zona estratégica, cercana al centro de Medellín, con facilidades de transporte y estrato 4.
También tengo otro en el sector un poco mas barato, con tres habitaciones..",BOSTON,5492,MARIA ARANGO PROPIEDAD RAIZ,,1,6.251181,-75.55741,LOS ANGELES,,,11895-M2734269,Casa,Usado,0,0,2,459000000,Nororiente,4,36
Otros,,,,"zona de lavanderia, tipo de casa tradicional, tipo de comedor sala comedor",,80,3,Entre 0 y 5 años,venta,3,Medellin,Casa en venta ubicada en Medellin sector La Loma de Los Bernal.,Loma De Los Bernal,3106,SANTA MARIA Y ASOCIADOS,,1,6.209786,-75.568085,ZONA ROSA,,,2364-D15052,Casa,Usado,,0,3,298700000,Otros,null,102
Nororiente,0,"cerca colegios / universidades, cerca supermercados, cerca transporte publico","area terraza/balcon 1 m2, vista panoramica, terraza/balcon balcon, vigilancia 0","zona de lavanderia, instalacion de gas natural, closets 2, tipo de casa tradicional, tipo de comedor sala comedor, deposito 0, tipo acabado de piso ceramica, vista exterior",,70,1,Más de 20 años,venta,3,Medellin,"Venta de casa tercer piso propiedad horizontal, Campo Valdés, Medellín, 70 m2 (7 de frente x 10 de fondo), 3 habitaciones (principal y 1 auxiliar con closet), 1 baño, salacomedor, cocina integral, patio, balcón con vista externa, gas natural, piso en cerámica, no tiene parqueadero.
Cerca al colegio Lourdes, parroquia San Antonio María Claret, cancha Brasilia.
",CAMPO VALDES,5098,VIVAREA SAS,,0,6.273648,-75.55958,BRASILIA,,,11014-M2698282,Casa,Usado,0,0,3,165000000,Nororiente,3,36
Suroccidente,,"cerca centros comerciales, cerca colegios / universidades, cerca supermercados, cerca transporte publico",zonas verdes,"zona de lavanderia, tipo de casa tradicional, tipo de comedor sala comedor, tipo de parqueadero comunal",,80,2,Entre 0 y 5 años,venta,3,Medellin,"Casa en tercer piso con amplios e iluminados espacios, acabados modernos, ubicada en esquina, cuenta con terraza en piso cuatro. Vista hacia zonas verdes, sector tranquilo.",Guayabal,4359,INDIKA,,0,6.2003317,-75.59375,LA COLINA,,,509-880,Casa,Usado,,0,3,260000000,Suroccidente,2,37
Suroriente,620000,zonas verdes,vigilancia 24hrs,"cuarto de servicio, estudio o biblioteca, parqueadero cubierto, zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor comedor independiente, tipo de parqueadero independiente, tipo acabado de piso marmol, tipo de piso en alcobas marmol",,560,0,Entre 0 y 5 años,venta,3,Medellin,"Casa de tres niveles con excelentes acabados, iluminación y vista panorámica. Doble altura, espacios distribuidos en cuatro alcobas cada una con baño privado, baño social, alcoba de servicio con baño, salón comedor independiente y cocina integral abierta. Zonas campestre. Código Abad Faciolince CAS uno, siete, ocho, tres.",Poblado,3664,Abad Faciolince  S.A,,0,6.212533,-75.55519,ALTOS DEL POBLADO,,,5136-25265,Casa,Usado,,0,4,2500000000,Suroriente,5,38
Suroccidente,,,,"parqueadero cubierto, zona de lavanderia, calentador gas, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso otro, tipo de piso en alcobas otro",,145,3,Entre 10 y 20 años,venta,3,Medellin,"Casa comercial en dos niveles sobre la avenida ochenta, carrera ochenta y uno, dos salas, comedor, cuatro alcobas, alcoba del servicio, tres banos, cocina integral, patio, garaje, ocho de frente x trece de fondo",La Palma,3497,URIVENTAS S.A.S,,1,6.2337165,-75.603264,BELEN,,,4855-10840,Casa,Usado,,0,4,800000000,Suroccidente,4,37
Suroriente,4200000,,vigilancia 24hrs,"tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso baldosa, tipo de piso en alcobas baldosa",,4500,3,Entre 10 y 20 años,venta,3,Medellin,"Excelente casa colonial, especial para personas que buscan estar en sitio tranquilo, muy cerca al centro comercial El Tesoro",Poblado,3497,URIVENTAS S.A.S,,2,6.194934,-75.55196,LOS NARANJOS,,,4855-7556,Casa,Usado,,0,3,6000000000,Suroriente,6,38
Suroccidente,0,,,,,196,2,,Venta y Arriendo,3,Medellin,"Casa local disponible para arriendo y venta. Tiene, 3 alcobas, 2 baños, cocina corriente, sala comedor, ",AMERICA,2956,RASKCIELOS INMOBILIARIA Y CONSTRUCTORA,,1,6.238445,-75.600876,LAS ACACIAS,,,2511-1756471,Casa,Usado,10000000,10000000,3,1200000000,Suroccidente,5,37
Suroccidente,286000,"salon comunal, zona para ninos","piscina, vista panoramica, conjunto cerrado, terraza/balcon ninguno, vigilancia 24hrs","apto para ninos, parqueadero cubierto, hall de alcobas, zona de lavanderia, tipo de casa condominio, tipo de cocina abierta, tipo de comedor comedor independiente, deposito 1, tipo de parqueadero propio, vista interior","cerca centros comerciales, cerca colegios / universidades, cerca supermercados, cerca transporte publico",150,4,Entre 10 y 20 años,venta,3,Medellin,"Venta de casa de 2 niveles en unidad cerrada en la Mota, Medellín, 150 m2, 3 habitaciones, 4 baños, sala, comedor, patio, despensa, cocina integral, cuarto útil, 2 parqueaderos (uno de ellos cubierto). 
Portería 24 horas, piscina, salón social, parque para niños, zona para las mascotas, parqueadero de visitantes. Cerca a Clínica de Las Américas, CC Arkadia y unidad deportiva  María Luisa Calle.
",BELEN DE LA MOTA,5098,VIVAREA SAS,,2,6.2160454,-75.59344,DIEGO ECHAVARRIA,,,11014-M2679347,Casa,Usado,0,0,3,580000000,Suroccidente,5,37
Suroriente,470000,"zona para ninos, zonas verdes","area lote 220 m2, area terraza/balcon 1 m2, circuito cerrado de tv, conjunto cerrado, numero de ascensores 0, terraza/balcon terraza, vigilancia 24hrs","citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, zona de lavanderia, instalacion de gas natural, closets 1, numero de lineas telefonicas 0, calentador gas, tipo de casa condominio, tipo de comedor comedor independiente, deposito 1, tipo de estufa gas, tipo de parqueadero independiente, tipo acabado de piso madera, tipo de piso en alcobas madera, vista exterior","cerca centros comerciales, cerca supermercados, cerca transporte publico, sobre via secundaria",220,4,Más de 20 años,venta,3,Medellin,"Casa en unidad cerrada sector El Diamante a solo una cuadra del Mall la Frontera y una gran oferta de servicios complementarios, acceso desde la av el poblado. entorno sumamente tranquilo, poco flujo vehicular y transito de solo residentes. Piso en madera, 3 niveles, sala y comedor independientes, estar de tv, 4 alcobas con baño en la principal, tina, alcoba de servicio, cocina integral, balcon y terraza total/ cubierta y con vista al jardin. Parqueaderos paralelos cubiertos. Unidad con parque infantil, zonas verdes, vigilancia 24horas, citofonia y circuito cerrado de tv.
Ver más inmuebles similares en  www prointegral com  ",poblado,2669,PROINTEGRAL SA,,2,6.1811547,-75.57601,EL DIAMANTE No.2,,,687-M2468889,Casa,Usado,0,0,4,720000000,Suroriente,6,38
Suroriente,430000,"zona para ninos, zonas verdes","area lote 247 m2, area terraza/balcon 1 m2, circuito cerrado de tv, conjunto cerrado, numero de ascensores 0, terraza/balcon balcon, vigilancia 24hrs","citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, puerta seguridad, zona de lavanderia, instalacion de gas natural, closets 3, calentador gas, tipo de casa condominio, tipo de cocina otra, tipo de comedor comedor independiente, tipo de estufa gas, tipo de parqueadero independiente, tipo acabado de piso otro, vista interior",,247,4,Más de 20 años,venta,3,Medellin,"Casa en unidad cerrada sector Las Palmas. Ubicacion estrategica en ambiente campestre y excelente vista sobre la ciudad, con facil acceso desde via principal muy cerca al CAI de Palmas. Modernos acabados, piso en granito, puerta de seguridad, 3 niveles, hall de acceso, sala y comedor independientes, estudio, estar de tv, cocina integral abierta con meson tipo americano. 4 alcobas con baño en la principal, alcoba de servicio, balcon y terraza, patio, jardin, antejardin.  Parqueaderos independientes. (2cubiertos). Unidad con citofonia, vigilancia 24 horas y circuito cerrado de tv.  ",EL POBLADO,2669,PROINTEGRAL SA,,2,6.2173576,-75.56894,CASTROPOL,,,687-M2716917,Casa,Usado,0,0,4,730000000,Suroriente,6,38
Suroriente,963000,,,"cuarto de servicio, estudio o biblioteca, closets 4, numero de lineas telefonicas 0, tipo de casa tradicional",,150,4,Entre 10 y 20 años,venta,3,Medellin,CASA en venta en LA COLA DEL ZORRO  casa de tres niveles 4 alcobas con bano cada una con excelente ubicacion . con cercania a TRANSVERSAL SUPERIOR CON LA 10 Alcobas de Servicio 1 Bano social 1 Banos 4 Banos de Servicio 1 Bibliotecas 1 Closet de Lino 3 Closets 4 Comedores 1 Garajes Dobles Paralelo Patios 1 Salas 2 Tipo Cocina Integral Vestiers 1 Zona de Ropas,LA COLA DEL ZORRO,2983,ACRECER SAS,,0,6.209439,-75.55636,LAS LOMAS No.2,,,2264-37725,Casa,Usado,,0,4,895000000,Suroriente,6,38
Suroriente,1088000,"salon comunal, zona para ninos, zonas verdes","jardin, conjunto cerrado, terraza/balcon terraza, vigilancia 24hrs","cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso otro, tipo de piso en alcobas otro",,547,5,Más de 20 años,venta,3,Medellin,"Casa campestre en venta, ubicada en San Lucas el Poblado  Hermosa casa de dos niveles con un área de 546.78 m2, cuenta con 3 alcobas casa una con vestier y baño, 2 baños adicionales, habitacion principal, con sala o biblioteca, sala comedor independientes, biblioteca, cocina aberta, zona de lavanderia, cuarto de servicio, terraza, perrera, cuarto de hobbies en zona verde y 2 parqueaderos independientes y 2 cubiertos.   La urbanización está muy bien habitada y cuenta con amplias Zo",SAN LUCAS,3419,Martha Broker,,4,6.187588,-75.567375,SAN LUCAS,,,5044-2734240,Casa,Usado,,0,3,1500000000,Suroriente,6,38
Suroccidente,,,terraza/balcon balcon,"citofonos, estudio o biblioteca, zona de lavanderia, instalacion de gas natural, closets 3, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso otro",,85,3,Entre 10 y 20 años,venta,3,Medellin,"Casa con buenos espacios y acabados,muy iluminada y ventilada. Cuenta con buenas rutas de transporte y vías de acceso. Gracias por su interés en uno de nuestros inmuebles,RASKCIELOS Tiene para usted más ofertas inmobiliarias,contáctenos a través de nuestro PBX que aparece al inicio de nuestra publicación,uno de nuestros asesores le atenderá y acompañará en su búsqueda.",LOMA DE LOS BERNAL,2956,RASKCIELOS INMOBILIARIA Y CONSTRUCTORA,,1,6.219001,-75.602196,LOMA DE LOS BERNAL,,,2511-V321,Casa,Usado,,0,3,270000000,Suroccidente,4,37
Noroccidente,0,,,tipo de casa tradicional,,244,2,Entre 10 y 20 años,venta,3,Medellin,"Casa disponible para venta tiene 3 alcobas, 2 baños, cocina integral, horno, calentador a gas, sala,comedor, estudio -biblioteca, patio, jardín, parqueadero, casa muy iluminada , con buenos espacios.",CONQUISTADORES,2956,RASKCIELOS INMOBILIARIA Y CONSTRUCTORA,,1,6.2481565,-75.58473,CONQUISTADORES,,,2511-I1882409,Casa,Usado,0,0,3,800000000,Noroccidente,5,35
Suroriente,563000,"salon comunal, zona para ninos","area lote 397 m2, banos de servicio, circuito cerrado de tv, parqueadero visitantes, conjunto cerrado, vigilancia 24hrs","citofonos, cocina integral, comedor auxiliar, cuarto de servicio, parqueadero cubierto, hall de alcobas, instalacion de gas natural, tipo de casa condominio, tipo de cocina gas, tipo de comedor comedor independiente, tipo de piso en alcobas marmol, tipo de piso en comedor marmol, tipo de piso en estudio marmol, tipo de piso en sala marmol",,397,5,Entre 5 y 10 años,venta,3,Medellin,"Casa para la venta en conjunto cerrado, facil acceso, muy buena iluminacion natural, cuenta con chimenea, sala, comedor, estudio, estar de TV, 4 alcobas mas la de servicio, piso en marmol, cocina integral, parqueadero, zonas verdes, parque infantil y vigilancia las 24 horas ",Poblado,2669,PROINTEGRAL SA,,2,6.201524,-75.572174,EL POBLADO,,,687-1563995,Casa,Usado,0,0,4,1360000000,Suroriente,6,38
,780000,salon comunal,"area lote 6400 m2, area terraza/balcon 1 m2, circuito cerrado de tv, conjunto cerrado, terraza/balcon balcon, vigilancia 24hrs","chimenea, citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, jacuzzi, zona de lavanderia, instalacion de gas natural, closets 2, numero de lineas telefonicas 0, calentador gas, tipo de casa condominio, tipo de comedor comedor independiente, tipo de estufa gas, tipo de parqueadero independiente, tipo acabado de piso marmol, tipo de piso en alcobas marmol, tipo de piso en comedor marmol, tipo de piso en estudio marmol, tipo de piso en sala marmol, vista exterior",sobre via principal,450,5,Entre 0 y 5 años,venta,3,Medellin,"Casa duplex en unidad cerrada, sector alto de las palmas, ambiente campestre y tranquilo. Hall de acceso, piso en marmol, chimenea en la sala, estudio y estar de tv. 4 alcobas con baño en cada una, vestier y jacuzzi en la principal. Cocina integral tipo isla, jardin interno, balcon y espacio para parqueo de 8 vehiculos. Vigilancia 24 horas, citofonia y circuito cerrado de tv.",EL POBLADO,2669,PROINTEGRAL SA,,4,0,0,EL POBLADO,,,687-M1955203,Casa,Usado,0,0,4,3000000000,,6,
Suroriente,626000,"cerca centros comerciales, cerca colegios / universidades, cerca supermercados, cerca transporte publico, sobre via principal","area terraza/balcon 40 m2, acceso para discapacitados, circuito cerrado de tv, jardin, vista panoramica, conjunto cerrado, terraza/balcon terraza, vigilancia 24hrs","apto para ninos, citofonos, estudio o biblioteca, parqueadero cubierto, zona de lavanderia, instalacion de gas natural, closets 3, se permite fumar, calentador gas, tipo de casa tradicional, tipo de cocina paralela, tipo de comedor sala comedor, deposito 1, tipo de estufa gas, tipo de parqueadero propio, tipo acabado de piso laminado, tipo de piso en alcobas laminado, tipo de piso en comedor laminado, tipo de piso en estudio laminado, tipo de piso en sala laminado, vista exterior",,225,4,Entre 10 y 20 años,venta,3,Medellin,"Casa en 2 niveles con excelentes acabados muy iluminado y ventilado con terraza de 40 mts en unidad cerrada con zonas comunes.
Gracias por su interés en uno de nuestros inmuebles, RASKCIELOS Tiene para usted más ofertas inmobiliarias, contáctenos a través de nuestro PBX que aparece al inicio de nuestra publicación, uno de nuestros asesores le atenderá y acompañará en su búsqueda.",EL POBLADO,2956,RASKCIELOS INMOBILIARIA Y CONSTRUCTORA,,2,6.2102957,-75.56814,EL POBLADO,,,2511-M2120679,Casa,Usado,0,0,3,950000000,Suroriente,6,38
Suroriente,700000,"salon comunal, zona para ninos","area lote 580 m2, area terraza/balcon 100 m2, circuito cerrado de tv, jardin, conjunto cerrado, terraza/balcon terraza, vigilancia 24hrs","citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, jacuzzi, zona de lavanderia, instalacion de gas natural, closets 1, numero de lineas telefonicas 0, calentador gas, tipo de casa condominio, tipo de cocina isla, tipo de comedor comedor independiente, deposito 1, tipo de estufa mixta, tipo de parqueadero independiente, tipo acabado de piso marmol, tipo de piso en alcobas laminado, vista exterior","cerca transporte publico, sobre via principal",320,5,Más de 20 años,Venta y Arriendo,3,Medellin,"Casa en unidad cerrada en el sector de las Lomas, facil acceso desde la cll10 y salida hacia la superior. Entorno muy tranquilo, poco flujo vehicular y transito de solo residentes. Piso en marmol y madera laminada, sala y comedor independientes, estudio, estar de tv y cocina integral abierta tipo isla con salida hacia la terraza. 4 alcobas con baño en cada una, jacuzzi, espacios muy amplios, balcon y terraza de aprox 100mt. Parqueaderos independientes cubiertos. Unidad con salon social, parque infantil, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv. ",EL POBLADO,2669,PROINTEGRAL SA,,2,6.208503,-75.55753,LAS LOMAS No.2,,,687-M2387677,Casa,Usado,7200000,7200000,4,1350000000,Suroriente,6,38
Nororiente,450000,"zona para ninos, zonas verdes","area lote 161 m2, area terraza/balcon 2 m2, circuito cerrado de tv, conjunto cerrado, numero de ascensores 0, terraza/balcon balcon, vigilancia 24hrs","citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, jacuzzi, zona de lavanderia, instalacion de gas natural, closets 2, numero de lineas telefonicas 0, calentador gas, tipo de casa condominio, tipo de comedor comedor independiente, deposito 0, tipo de estufa gas, tipo acabado de piso porcelanato, tipo de piso en alcobas otro, vista interior",,161,4,Más de 20 años,venta,3,Medellin,"Casa en unidad cerrada ubicada por el sector conocido como loma del indio, fácil acceso desde las palmas, cercana a servicios complementarios del cc san diego y a rutas de transporte publico. Piso en porcelanato y vinilo, tres niveles, hall de acceso, sala y comedor independiente, estudio, 3 alcobas con baño en cada una, tina, jacuzzi, cocina integral, alcoba y baño de servicio, patio, jardín, balcón, terraza y parqueaderos cubiertos. Zonas verdes, parque infantil, vigilancia 24 horas, citofonia y circuito cerrado de tv.",LOMA DEL INDIO,2669,PROINTEGRAL SA,,2,6.224766,-75.56463,ASOMADERA No.2,,,687-M2734394,Casa,Usado,0,0,3,495000000,Nororiente,5,36
Nororiente,,,"cerca transporte publico, sobre via secundaria","estudio o biblioteca, parqueadero cubierto, hall de alcobas, zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor comedor independiente, vista exterior",,367,2,Entre 10 y 20 años,venta,3,Medellin,"Para aquellos visionarios, que ven en las construcciones tradicionales una oportunidad de negocio.",Prado,3640,ALBERTO ALVAREZ,,1,6.258526,-75.56179,PRADO,,,4673-25367,Casa,Usado,,0,4,630000000,Nororiente,4,36
Noroccidente,,,"cerca centros comerciales, cerca transporte publico, sobre via secundaria","zona de lavanderia, piso 0, tipo de comedor sala comedor, tipo de estufa electrica, tipo acabado de piso baldosa, tipo de piso en alcobas baldosa, vista interior",,141,0,Entre 10 y 20 años,venta,3,Medellin,"Espectacular casa en muy buen sector del barrio laureles, cerca de la iglesia la consolata, buenos acabados con buenas vias de acceso cerca de sector comercial y residencial",Laureles,3640,ALBERTO ALVAREZ,,0,6.2494016,-75.59742,LORENA,,,4673-30865,Casa,Usado,,0,1,490000000,Noroccidente,4,35
Noroccidente,100000,"cancha(s) de basket, zona para ninos, zonas verdes","jardin, conjunto cerrado, vigilancia 24hrs","calefaccion, estudio o biblioteca, zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso marmol, tipo de piso en alcobas otro",,72,2,Entre 10 y 20 años,venta,3,Medellin,"Vendo casa en Robledo la campiña Medellin  Comoda, amplia y linda casa ubicada en Robledo la campiña de dos pisos.  Tiene 4  habitaciones, 2 baños Sala comedor, patio de ropas Biblioteca. unidad cerrada con zonas infantiles,cancha y zonas verdes. Tiene parqueaderos comunes.  Predial $400 mil anual",ROBLEDO LA CAMPIÑA,5546,Laurel Group Inmobiliaria,,0,6.279617,-75.60565,CUCARACHO,,,12154-2662339,Casa,Usado,0,0,4,180000000,Noroccidente,2,35
Suroriente,484000,zona para ninos,"terraza/balcon terraza, vigilancia 24hrs","zona de lavanderia, tipo de casa tradicional, tipo de comedor comedor independiente, tipo acabado de piso laminado, tipo de piso en alcobas laminado","cerca centros comerciales, cerca supermercados",204,4,Entre 10 y 20 años,venta,3,Medellin,Casa en venta en El Poblado sector Castropol.,Castropol,3106,SANTA MARIA Y ASOCIADOS,,2,6.218093,-75.56982,CASTROPOL,,,2364-15721,Casa,Usado,,0,4,710000000,Suroriente,6,38
